# iteracoes  residuo  ganho_vs_defasado   (h=0,05, dt=1e-3, t=0,2)
1   2.204862e-02   2.03
2   7.210050e-03   6.21
5   2.100178e-03  21.31
10  1.521066e-03  29.42
20  1.089228e-03  41.08
