# dt  residuo_uhlmann_5it  residuo_defasado   (h=0,05, t=0,2)
0.0005  1.662552e-03  2.237e-02
0.001   2.100178e-03  4.475e-02
0.002   2.733949e-03  8.950e-02
0.005   8.154884e-03  2.237e-01
0.01    2.450022e-02  4.475e-01
0.02    4.927026e-02  8.950e-01
