# h  celulas_por_D  dt  residuo   (tempo fisico fixo t=0,2)
0.05   20  0.001    4.474834e-02
0.05   20  0.0005   2.195918e-02
0.05   20  0.00025  1.086302e-02
0.025  40  0.001    1.014423e-01
0.025  40  0.0005   4.545965e-02
0.025  40  0.00025  2.237036e-02
